Approp Code,Agency,Agency Name,Div,Division Name,Appropriation Name,Appropriation,Fund Name,Fund,Fund Category Name,Appropriation Type,Capital Line, FY14 Actual Approp , FY14 Actual Expend , FY15 Actual Approp , FY15 Estimate Expend , FY16 Governors Proposed 
295-01-0745-17000000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Telecommunications,17000000,State's Attorneys Appellate Prosecutor's County Fund,745,Special State Funds,New Appropriation,No,20000,10678.66,20000,20000,20000
295-01-0745-18000000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Operation Of Auto Equipment,18000000,State's Attorneys Appellate Prosecutor's County Fund,745,Special State Funds,New Appropriation,No,11500,8674.24,6500,6500,6500
295-01-0745-19100000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Law Intern Program,19100000,State's Attorneys Appellate Prosecutor's County Fund,745,Special State Funds,New Appropriation,No,28200,18569.07,18200,18200,18200
295-01-0802-11200000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Personal Services,11200000,Personal Property Tax Replacement Fund,802,Special State Funds,New Appropriation,No,0,0,0,0,128500
295-01-0802-11290000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,State Paid Retirement,11290000,Personal Property Tax Replacement Fund,802,Special State Funds,New Appropriation,No,0,0,0,0,5150
295-01-0802-11610000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Retirement,11610000,Personal Property Tax Replacement Fund,802,Special State Funds,New Appropriation,No,0,0,0,0,58600
295-01-0802-11700000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Social Security,11700000,Personal Property Tax Replacement Fund,802,Special State Funds,New Appropriation,No,0,0,0,0,9750
295-01-0802-11800000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Group Insurance,11800000,Personal Property Tax Replacement Fund,802,Special State Funds,New Appropriation,No,0,0,0,0,23000
295-01-0802-12000000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Contractual Services,12000000,Personal Property Tax Replacement Fund,802,Special State Funds,New Appropriation,No,0,0,0,0,225000
295-01-0844-19000000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Training and Prosecution of Serious Violent Offenses,19000000,Continuing Legal Education Trust Fund,844,Special State Funds,New Appropriation,No,408364,107851.5,0,0,0
295-01-0844-19100100,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Continuing Legal Education,19100100,Continuing Legal Education Trust Fund,844,Special State Funds,New Appropriation,No,150000,0,100,100,100
295-01-0844-44000000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Grant Agreements for Sentencing Policy Research,44000000,Continuing Legal Education Trust Fund,844,Special State Funds,New Appropriation,No,41635,0,0,0,0
295-01-0844-49000000,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Training and Prosecution of Serious Violent Offenses in Cook County,49000000,Continuing Legal Education Trust Fund,844,Special State Funds,New Appropriation,No,300000,67991.66,150000,150000,150000
295-01-0844-49000100,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Implementation of Diversion Court Programs in Cook County,49000100,Continuing Legal Education Trust Fund,844,Special State Funds,New Appropriation,No,150000,103823,85000,85000,85000
295-01-0951-19000100,295,Office Of The State's Attorneys Appellate Prosecutor,1,General Office,Drug Asset Forfeiture Procedure Act,19000100,Narcotics Profit Forfeiture Fund,951,State Trust Funds,New Appropriation,No,2500000,1329268.14,2500000,2500000,2500000
310-01-0001-19100000,310,Office Of The Governor,1,Executive Office,Operational Expenses,19100000,General Revenue Fund,1,General Funds,New Appropriation,No,5521100,5008959.67,5521100,5521100,4969000
310-01-0947-19000000,310,Office Of The Governor,1,Executive Office,Expenses Pursuant to Non-Governmental Grant Funds as Received,19000000,Governor's Grant Fund,947,Special State Funds,New Appropriation,No,100000,0,100000,100000,100000
330-01-0001-19109900,330,Office Of The Lieutenant Governor,1,General Office,Ordinary and Contingent Expenses of the Office of the Lieutenant Governor,19109900,General Revenue Fund,1,General Funds,New Appropriation,No,1396000,1263501.26,1396000,1396000,1256400
330-01-0045-19000000,330,Office Of The Lieutenant Governor,1,General Office,Expenses of the Rural Affairs Council,19000000,Agricultural Premium Fund,45,Special State Funds,New Appropriation,No,47500,33953.79,47500,47500,47500
340-01-0001-19000000,340,Office Of The Attorney General,1,General Office,Inspector General and Equal Justice Foundation,19000000,General Revenue Fund,1,General Funds,New Appropriation,No,1400000,1400000,1400000,1400000,1260000
340-01-0001-19109900,340,Office Of The Attorney General,1,General Office,Operations,19109900,General Revenue Fund,1,General Funds,New Appropriation,No,30843200,30843200,30843200,30843200,27758900
340-01-0499-44000000,340,Office Of The Attorney General,1,General Office,"Grants for Domestic Violence Legal Advocacy, Assistance, and Services to Victims",44000000,Domestic Violence Fund,499,Special State Funds,New Appropriation,No,500000,477725,500000,500000,500000
340-01-0533-19000000,340,Office Of The Attorney General,1,General Office,Tobacco Settlements and other Activities,19000000,Attorney General Tobacco Fund,533,Special State Funds,New Appropriation,No,3500000,3350939.77,3500000,3500000,3500000
340-01-0542-19000000,340,Office Of The Attorney General,1,General Office,Functions Pertaining to the Exercise of the Duties of the AG Including but not Limited to Enforcement of any Law of this State and Conducting Public Education Programs,19000000,Attorney General Court Ordered and Voluntary Compliance Payment Projects Fund,542,Special State Funds,New Appropriation,No,8750000,7891266.04,10200000,10200000,10200000
340-01-0549-19000000,340,Office Of The Attorney General,1,General Office,Expenses Relating to Gathering and Disseminating Information about Charitable Trustees and Organizations to the Public,19000000,Illinois Charity Bureau Fund,549,Special State Funds,New Appropriation,No,1900000,1887478.16,1900000,1900000,1900000
340-01-0600-19000000,340,Office Of The Attorney General,1,General Office,Receipt and Expenditure of Funds Received through Awards from the State Whistleblower Reward and Protection Act,19000000,Attorney General Whistleblower Reward and Protection Fund,600,Special State Funds,New Appropriation,No,7700000,7426483.31,7000000,7000000,7000000
340-01-0757-19100000,340,Office Of The Attorney General,1,General Office,Child Support Enforcement Activities,19100000,Child Support Administrative Fund,757,Special State Funds,New Appropriation,No,240000,216757.18,240000,240000,240000
340-01-0801-49000000,340,Office Of The Attorney General,1,General Office,"Receipt and Expenditure of Funds Received through Interagency Agreements, Multi-State Investigations and Court Orders for Distribution to Third Parties",49000000,Attorney General's State Projects and Court Ordered Distribution Fund,801,State Trust Funds,New Appropriation,No,9350000,6433023.56,11300000,11300000,11300000
340-01-0958-19000000,340,Office Of The Attorney General,1,General Office,I-SORT,19000000,"Attorney General Sex Offender Awareness, Training, and Education Fund",958,Special State Funds,New Appropriation,No,50000,0,50000,50000,50000
340-01-0988-19000000,340,Office Of The Attorney General,1,General Office,Receipt and Expenditure of Federal Funds,19000000,Attorney General Federal Grant Fund,988,Federal Trust Funds,New Appropriation,No,3000000,2038443.53,2000000,2000000,2000000
340-20-0085-19100000,340,Office Of The Attorney General,20,Enforcement,State Law Enforcement Purposes,19100000,Illinois Gaming Law Enforcement Fund,85,Special State Funds,New Appropriation,No,1000000,979217.69,1000000,1000000,1000000
340-25-0224-19100000,340,Office Of The Attorney General,25,Asbestos Litigation,Operational Expenses and Asbestos Litigation,19100000,Asbestos Abatement Fund,224,Special State Funds,New Appropriation,No,1700000,1419643.42,0,0,0
340-50-0929-11200000,340,Office Of The Attorney General,50,Crime Victims' Assistance,Personal Services,11200000,Violent Crime Victims Assistance Fund,929,Special State Funds,New Appropriation,No,1029300,1028069.16,1029300,1029300,1029300
340-50-0929-11610000,340,Office Of The Attorney General,50,Crime Victims' Assistance,Retirement,11610000,Violent Crime Victims Assistance Fund,929,Special State Funds,New Appropriation,No,416000,414609.56,435800,435800,435800
340-50-0929-11700000,340,Office Of The Attorney General,50,Crime Victims' Assistance,Social Security,11700000,Violent Crime Victims Assistance Fund,929,Special State Funds,New Appropriation,No,77000,75076.66,78800,78800,78800
340-50-0929-11800000,340,Office Of The Attorney General,50,Crime Victims' Assistance,Group Insurance,11800000,Violent Crime Victims Assistance Fund,929,Special State Funds,New Appropriation,No,483000,327590.92,460000,460000,460000
340-50-0929-19100000,340,Office Of The Attorney General,50,Crime Victims' Assistance,Operational Expenses and Violent Crime Victims' Assistance,19100000,Violent Crime Victims Assistance Fund,929,Special State Funds,New Appropriation,No,150000,43590.12,150000,150000,150000
340-50-0929-19100100,340,Office Of The Attorney General,50,Crime Victims' Assistance,"Operational Expenses, Automated Victim Notification System",19100100,Violent Crime Victims Assistance Fund,929,Special State Funds,New Appropriation,No,800000,673080.96,800000,800000,800000
340-50-0929-44000000,340,Office Of The Attorney General,50,Crime Victims' Assistance,Awards and Grants to the Violent Crime Victims' Assistance Act,44000000,Violent Crime Victims Assistance Fund,929,Special State Funds,New Appropriation,No,6000000,4722341.14,6000000,6000000,6000000
350-01-0001-11200000,350,Office Of The Secretary Of State,1,Executive Group,Personal Services,11200000,General Revenue Fund,1,General Funds,New Appropriation,No,5766800,5747675.77,5480700,5480700,4932600
350-01-0001-11290000,350,Office Of The Secretary Of State,1,Executive Group,State Paid Retirement,11290000,General Revenue Fund,1,General Funds,New Appropriation,No,116500,116033.89,110500,110500,99500
350-01-0001-11300000,350,Office Of The Secretary Of State,1,Executive Group,Personal Services,11300000,General Revenue Fund,1,General Funds,New Appropriation,No,68600,59347.03,84500,84500,76100
350-01-0001-11700000,350,Office Of The Secretary Of State,1,Executive Group,Social Security,11700000,General Revenue Fund,1,General Funds,New Appropriation,No,414800,412991.86,408100,408100,367300
350-01-0001-12000000,350,Office Of The Secretary Of State,1,Executive Group,Contractual Services,12000000,General Revenue Fund,1,General Funds,New Appropriation,No,438800,397037.13,505700,505700,455100
350-01-0001-12900000,350,Office Of The Secretary Of State,1,Executive Group,Travel,12900000,General Revenue Fund,1,General Funds,New Appropriation,No,38799,32692.3,39500,39500,35600
350-01-0001-13000000,350,Office Of The Secretary Of State,1,Executive Group,Commodities,13000000,General Revenue Fund,1,General Funds,New Appropriation,No,24000,22522.88,24800,24800,22300
350-01-0001-13020000,350,Office Of The Secretary Of State,1,Executive Group,Printing,13020000,General Revenue Fund,1,General Funds,New Appropriation,No,8500,2767.5,8500,8500,7700
350-01-0001-15000000,350,Office Of The Secretary Of State,1,Executive Group,Equipment,15000000,General Revenue Fund,1,General Funds,New Appropriation,No,7500,3444.23,7500,7500,6800
350-01-0001-17000000,350,Office Of The Secretary Of State,1,Executive Group,Telecommunications,17000000,General Revenue Fund,1,General Funds,New Appropriation,No,89056,81485.06,91900,91900,82700
350-10-0001-11200000,350,Office Of The Secretary Of State,10,General Administrative Group,Personal Services,11200000,General Revenue Fund,1,General Funds,New Appropriation,No,49771800,49623177.61,49930000,49930000,44937000
350-10-0001-11290000,350,Office Of The Secretary Of State,10,General Administrative Group,State Paid Retirement,11290000,General Revenue Fund,1,General Funds,New Appropriation,No,997600,991029.99,1009900,1009900,908900
350-10-0001-11300000,350,Office Of The Secretary Of State,10,General Administrative Group,Personal Services,11300000,General Revenue Fund,1,General Funds,New Appropriation,No,469042,469037.35,779800,779800,701800
350-10-0001-11700000,350,Office Of The Secretary Of State,10,General Administrative Group,Social Security,11700000,General Revenue Fund,1,General Funds,New Appropriation,No,3806000,3753330.6,3934300,3934300,3540900
350-10-0001-12000000,350,Office Of The Secretary Of State,10,General Administrative Group,Contractual Services,12000000,General Revenue Fund,1,General Funds,New Appropriation,No,18379157,18296632.11,19173409,19173409,17256100
350-10-0001-12900000,350,Office Of The Secretary Of State,10,General Administrative Group,Travel,12900000,General Revenue Fund,1,General Funds,New Appropriation,No,100970,91470.66,142500,142500,128300
350-10-0001-13000000,350,Office Of The Secretary Of State,10,General Administrative Group,Commodities,13000000,General Revenue Fund,1,General Funds,New Appropriation,No,853501,817767.66,972400,972400,875200
350-10-0001-13020000,350,Office Of The Secretary Of State,10,General Administrative Group,Printing,13020000,General Revenue Fund,1,General Funds,New Appropriation,No,379992,374241.35,572891,572891,515600
